year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,exp_welfare,rev_tot,rev_fines,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_pct_men_15_34,pop_wht,pop_blk,pop_ami,pop_api,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname,dissim_bw,dissim_wl
2007-2011,48,035,1,16247720,643560,2101800,302560,15286720,807240,11819680,1331760,5335720,8193920,18118,0.10188762556573573,14667,291,142,3,2836,0.15215905206790475,0.04369374501538111,55482.56,27754.92,41.333333333333336,53.166666666666664,0.16666666666666666,9,NA,NA,NA,NA
2007-2011,48,037,2,99696e3,20313680,14765920,863040,113250440,1662840,93269080,4315200,28026480,54950600,91903,0.14359705341501366,61089,21627,749,861,5963,0.18354278669999657,0.07879327466356197,53580.4,28170.32,322.2142857142857,500.5357142857143,1.1071428571428572,24.285714285714285,45500,"Texarkana, TX-Texarkana, AR Metropolitan Statistical Area",42.13,34.46
2007-2011,48,039,1,400145520,22585360,51383120,2755280,392239279.99999994,10523880,340847480,23836520,143291920,228126520,307695,0.13778904434586198,166324,36739,1386,16156,84062,0.10713319261784922,0.04196433403691075,83102.31999999999,35380.92,171.85,345.0875,0.3625,26.45,26420,"Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",60.61,52.51
2007-2011,48,043,0,13150200,693160,1629360,125240,14349280,900240,10882240,2043520,2905320,5649440,9088,0.13380281690140844,4847,110,121,136,3811,0.13926630434782608,0.0756340579710145,49122.6,32568.6,38.083333333333336,49.25,0.16666666666666666,10,NA,NA,NA,NA
2007-2011,48,045,0,1107320,0,155e3,0,1218920,137640,1081280,137640,726640,882880,1718,0.12514551804423749,1199,12,1,19,444,0.22875436554132714,0.0389988358556461,42321.2,22106.72,4.75,9.75,0,1,NA,NA,NA,NA
2007-2011,48,047,0,21396200,1117240,4229640,106640,21092400,5315880,15953840,3613360,6792720,8692400,7297,0.1665067836097026,505,13,0,59,6720,0.3957724933945209,0.15880962314003616,24720.64,17599.32,62.25,110.25,0.5,13.5,NA,NA,NA,NA
2007-2011,48,051,1,22776320,1294560,2535800,3719.9999999999995,24326320,1037879.9999999999,15813720,1149480,7742559.999999999,10758240,17109,0.11438424221170145,11661,2103,0,115,3067,0.13348848311254327,0.04732068265902852,52921.96,27183.28,33.083333333333336,68.25,0.16666666666666666,9.666666666666666,17780,"College Station-Bryan, TX Metropolitan Statistical Area",42.51,38.24
2007-2011,48,055,0,56599800,3124800,5261320,388120,64318800,1841400,34584840,4054800,13554440,19141880,37795,0.15930678661198572,16858,2705,494,79,17589,0.2071278944686633,0.08639528958840514,53488.64,23841.48,139,192.5625,0.125,17.5,12420,"Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",48.4,43.23
2007-2011,48,057,0,71445080,4390840,4472680,2238200,71431440,1005640,65751e3,1868680,23285960,28965160,21240,0.1274482109227872,9813,538,19,604,9753,0.16695295352609982,0.06188567611413303,55096.92,26971.24,80,148.57142857142858,0.14285714285714285,11,47020,"Victoria, TX Metropolitan Statistical Area",41.3,33.61
2007-2011,48,061,6,684677160,30470520,70536160,7566480,734406120,14520400,432653360,70699840,118902360,221250720,400332,0.13917698310402365,44068,1929,710,2802,351049,0.3490730918826085,0.149709551952316,39873.44,17586.92,531.5714285714286,1205.2063492063492,0.7619047619047619,40.523809523809526,15180,"Brownsville-Harlingen, TX Metropolitan Statistical Area",32.25,40.22
2007-2011,48,065,0,7359400,441440,675800,19840,6886960,163680,4760360,965960,2235720,2648640,6254,0.11112887751838824,5505,105,49,17,513,0.06457893882849262,0.03472334901833523,74434.72,32595.88,11.75,27.625,0.125,5,11100,"Amarillo, TX Metropolitan Statistical Area",56.3,45.5
2007-2011,48,067,1,25536560,2590360,5350600,225680,27707800,2248120,20076840,4083320,9768720,12979080,30284,0.10579844142121252,23324,5223,192,156,1064,0.18894601542416453,0.06714247057231769,44134.08,25519.2,61.76470588235294,161.88235294117646,0.29411764705882354,10.647058823529411,NA,NA,NA,NA
2007-2011,48,069,0,713e4,104160,1475600,0,7857880,283960,6495120,362080,3472e3,4831040,7919,0.12539462053289557,3056,161,47,35,4575,0.24622472485282826,0.070642436652162785,45747.32,20688.16,46.375,112.5,0.25,7.5,NA,NA,NA,NA
2007-2011,48,071,0,44199800,1991440,6386e3,536920,60989400,1886040,53375800,7301120,36304720,42874240,33486,0.12635131099563998,23564,2856,152,360,6290,0.08318225767464346,0.03601643703166546,90334,36253.88,110.5,317.625,0.875,26.5,26420,"Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",60.61,52.51
2007-2011,48,073,1,39156720,1771960,8108360,312480,42484880,2085679.9999999998,33468839.999999996,1134600,16319640,23951840,50427,0.13506653181827197,31891,7872,155,220,10085,0.22255374978838666,0.08623243609277129,46819.92,22380.76,167.42105263157893,308.36842105263156,0.42105263157894735,16.157894736842106,NA,NA,NA,NA
2007-2011,48,075,1,8537400,219480,982080,0,8720920,29759.999999999996,6054920,872960,1619440,3176880,7069,0.2851888527373037,4191,964,0,45,1919,0.12530075883768277,0.04145844900980936,59030.2,21783.079999999998,37.25,54.25,0,7,NA,NA,NA,NA
2007-2011,48,077,0,16364280,0,1238760,45880,17445560,601400,15655e3,896520,5229080,6714600,10839,0.10166989574684011,9998,37,126,91,466,0.10377358490566038,0.023818419577806837,65556.31999999999,31300.079999999998,55,159.25,0.75,11,48660,"Wichita Falls, TX Metropolitan Statistical Area",48.74,35.19
2007-2011,48,079,0,4043640,183520,799800,0,3566240,100440,3313280,252960,2506040,2711880,3127,0.13847137831787656,1329,163,71,1,1606,0.16231404958677687,0.07702479338842975,50236.12,21094.88,20.5,72,0.25,6,NA,NA,NA,NA
2007-2011,48,081,0,5753600,1558680,549320,0,6041280,223200,5222880,163680,1867440,2409320,3406,0.11626541397533764,2720,37,13,9,606,0.1359773371104816,0.05791627321372364,49600,24834.72,5.25,11.25,0,5,NA,NA,NA,NA
2007-2011,48,083,0,14896120,215760,1127160,14879.999999999998,17051240,285200,7870280,481120,2595320,5036880,8840,0.12115384615384615,7065,217,28,0,1376,0.3080650744202146,0.1697242413753317,34608.4,21703.72,20.5,81,0.16666666666666666,6,NA,NA,NA,NA
2007-2011,48,085,5,1484652e3,61422159.99999999,148888040,163680,1420877560,26889400,1168640480,83666520,482496400,815463680,764424,0.12918877481607066,487331,61981,3812,85317,111271,0.07270184331009752,0.03065786308529335,102619.92,46903,383.640625,1072.28125,0.546875,65.6875,19124,"Dallas-Plano-Irving, TX Metropolitan Division",55.07,51.93
2007-2011,48,087,0,4855840,9920,658439.9999999999,6200,3808040,38440,2930120,312480,1419800,2000120,3036,0.11231884057971014,1739,156,0,5,1108,0.26848381601362864,0.09437819420783645,48050,26164,4.333333333333334,2.6666666666666665,0,3,NA,NA,NA,NA
2007-2011,48,089,0,34016920,2161320,3405040,85560,32439640,910160,22136480,2647400,8084800,12623200,20792,0.11230280877260485,12551,2863,57,99,5255,0.15749926333366074,0.05937530694430802,53632.48,29498.36,68.6875,94.625,0.1875,11,NA,NA,NA,NA
2007-2011,48,091,2,233572600,8372480,22745320,2017480,248631160,4880640,131390400,4674800,42246800,84275360,106111,0.10917812479384795,75673,1726,713,735,26326,0.09481952318234745,0.039903414838992915,81246.04,41144.44,730.5,1023.25,0.8333333333333333,67.33333333333333,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",47.74,46.08
2007-2011,48,093,0,14101280,1687640,1564879.9999999998,3719.9999999999995,15672360,1603320,11445200,2298960,4896760,6425680,13878,0.10469808329730508,10123,156,17,136,3465,0.23408157276995306,0.10776115023474178,45044.24,23396.32,47.75,97.08333333333334,0.16666666666666666,7.666666666666667,NA,NA,NA,NA
2007-2011,48,095,0,41496600,35780200,734080,0,41316800,231880,3578640,37259520,1832720,2440320,4074,0.2025036818851252,1913,59,6,10,2088,0.21735959153902262,0.03756382202771699,57694.72,22467.56,8.625,23.375,0,3.5,NA,NA,NA,NA
2007-2011,48,097,0,53586600,4437960,10008039.999999998,311240,58984320,3489360,49542960,3986600,18725240,30682560,38344,0.12601710828291257,30252,1048,472,274,5803,0.1361852118881679,0.06275200939944992,62218.24,29164.8,116.06666666666666,289.93333333333334,0.4,16.2,NA,NA,NA,NA
2007-2011,48,101,0,1533879.9999999998,0,138880,8680,2303920,0,1953e3,136400,1274720,1577280,1693,0.07914943886591849,1157,159,0,2,301,0.1331306990881459,0.04437689969604863,48407.12,23188,2.625,11.5,0.125,1.5,NA,NA,NA,NA
2007-2011,48,103,0,13999600,354640,1085e3,48360,16515560.000000002,280240,14738640,639840,8170360,9420280,4246,0.1264719736222327,1878,138,58,0,2141,0.1934156378600823,0.04962478818687969,60323.52,23532.72,12.5,30.25,0.125,6,NA,NA,NA,NA
2007-2011,48,105,0,15698400,699360,1078800,3829120,16516800,1139560,14539e3,1977800,11234400,11689480,3744,0.13995726495726496,1557,0,0,1,2186,0.1799506984387839,0.12955354697343194,63887.28,25303.44,29.333333333333336,33.666666666666664,0.3333333333333333,7,NA,NA,NA,NA
2007-2011,48,107,0,8432e3,256680,1329280,264120,9726560,1335480,6625320,1855040,3020640,3922120,6133,0.11169085276373716,2682,224,5,19,3137,0.2744836775483011,0.07744836775483012,44212.2,21021.72,8.545454545454545,15.727272727272727,0.09090909090909091,2.727272727272727,31180,"Lubbock, TX Metropolitan Statistical Area",46.16,36.11
2007-2011,48,109,0,7929800,99200,1046560,1240,8956520,579080,6176440,2151400,2678400,3800600,2438,0.12715340442986053,610,12,33,0,1783,0.32326158940397354,0.125,46500,19542.4,18,8.25,0,8,NA,NA,NA,NA
2007-2011,48,111,0,11553080,784920,1445840,13640,11095520,566680,8409680,854360,2694520,5221640,6605,0.13262679788039364,3696,109,80,60,2555,0.122737035900583,0.03513347652654188,58900,24596.64,63.5,84.625,0.125,9,NA,NA,NA,NA
2007-2011,48,113,49,8335354400,143729639.99999997,770501280,24900440,9439880680,140377920,6483916600,729566400,2067929400,3174764560,2348702,0.15597636481767377,794597,513420,10460,118890,886310,0.1825727575083796,0.07159047660601327,60688.08,33005.08,1479.097014925373,3810.4850746268658,6.373134328358209,190.9402985074627,19124,"Dallas-Plano-Irving, TX Metropolitan Division",55.07,51.93
2007-2011,48,115,0,31453840,861800,2782560,597680,32267280,324880,29016e3,317440,7875240,11228200,13805,0.22368706990220935,5414,1052,54,0,7232,0.20567127603710836,0.07684228951514091,48922.96,19525.04,108.75,144.125,0.375,11.5,NA,NA,NA,NA
2007-2011,48,117,0,142373080,2027400,3351720,97960,157491160,1275960,105438440,49273880,6744360,10342840,19225,0.14538361508452535,6054,178,112,134,12703,0.16778594468827668,0.0718100576384115,51006.159999999996,21541.28,111.875,259.875,0.375,17,NA,NA,NA,NA
2007-2011,48,119,1,4741760,91760,1034160.0000000001,50839.99999999999,7020880,151280,3943200,2313840,2338640,3038e3,5220,0.10842911877394636,4351,412,110,10,272,0.20222525863751709,0.07183291040406012,43040.4,25019.48,37,105.5,0.25,9,19124,"Dallas-Plano-Irving, TX Metropolitan Division",55.07,51.93
2007-2011,48,123,1,34579880,752680,3250040,210800,36219159.99999999,1005640,15430560,4400760,6816280,9766240,20052,0.12153401156991821,11587,1961,58,62,6303,0.1473678420155124,0.04824247758402552,53791.2,28134.36,48.6875,105.5,0.1875,9.25,NA,NA,NA,NA
2007-2011,48,125,0,3686520,12400,128960.00000000001,49600,4326360,49600,2992120,404240,1125920,2135280,2427,0.14709517923362175,1624,120,5,4,683,0.20541082164328658,0.05861723446893788,43812.92,22341.079999999998,6.25,2.5,0,1.5,NA,NA,NA,NA
2007-2011,48,127,0,24077079.999999996,1140800,1150720,9920,24677240,478640,12004440,10062600,3866320,6301680,9937,0.12488678675656636,1370,16,0,115,8443,0.33003771277137905,0.13087350932626643,33145.2,17682.4,246.25,232.75,0.5,13,NA,NA,NA,NA
2007-2011,48,129,0,3641880,200880,561720,0,3971720,367040,3062800,400520,1099879.9999999998,1786840,3624,0.12224061810154525,3131,194,2,43,249,0.1253389575173245,0.07110575474540524,54932,26715.8,17.75,47.5,0,6,NA,NA,NA,NA
2007-2011,48,133,0,19832560,1060200,2349800,124e3,20989480,1395e3,16358080,989520,6428160,10432120,18577,0.13123755181137967,15228,430,87,25,2638,0.1948111060537096,0.0708352298588985,42818.44,24896.72,19.416666666666668,50.583333333333336,0.041666666666666664,5.5,NA,NA,NA,NA
2007-2011,48,135,0,196761960,11752720,25816800,8680,207980240,6413280,135642360,11223240,53049680,81851160,135545,0.15193478180678002,56625,5686,771,1094,70358,0.1619907936698959,0.0656026235032192,62069.44,29772.4,1080.25,1341.3125,2,66.25,36220,"Odessa, TX Metropolitan Statistical Area",39.31,33.77
2007-2011,48,137,0,2692040,311240,318680,0,3277320,177320,3008240,269080,2013760,2213400,2023,0.1092436974789916,896,3,0,0,1124,0.208104052026013,0.05302651325662831,53437.8,35736.8,22,35.5,0.25,4,NA,NA,NA,NA
2007-2011,48,139,1,196172960,7312280,25749840,3191759.9999999995,214138080,7816960,180210440,7570200,86375920,128730600,146997,0.13172377667571447,96796,12818,2423,1071,34026,0.11379038504093826,0.04496293427749502,77672.36,32313.16,149.85,372.775,0.55,25.8,19124,"Dallas-Plano-Irving, TX Metropolitan Division",55.07,51.93
2007-2011,48,143,0,39864760,1701280,8470440,336040,40720360,3219040,34510440,977120,13475080,23888600,37525,0.1765489673550966,29126,398,269,248,7015,0.1954872483973013,0.09868144788779709,49719.04,27063,94.75,200.625,0.3125,19,NA,NA,NA,NA
2007-2011,48,145,0,22016200,1279680,2003840,291400,24936400,1474360,14510480,2089400,5978040,8091e3,17799,0.12849036462722624,9436,4549,71,109,3557,0.23637734900383384,0.07177424423354911,39113.32,19051.36,38.57142857142857,56.214285714285715,0.07142857142857142,8.142857142857142,NA,NA,NA,NA
2007-2011,48,149,0,44508560,2318800,3706360,74400,46192480,2166280,26668680,1703760,9326039.999999998,15206120,24397,0.09062589662663442,18066,1695,16,163,4392,0.12766136852312493,0.05206796239301825,58633.4,34098.76,28.642857142857142,83.14285714285714,0.2857142857142857,10.571428571428571,NA,NA,NA,NA
2007-2011,48,151,1,5229080,0,954800,19840,6293e3,326120,5521720,463760,2814800,4189960,4067,0.09909023850504058,2837,186,71,3,964,0.13580246913580246,0.0418241370622323,54217.76,30644.12,28.25,56.5,0.25,4,NA,NA,NA,NA
2007-2011,48,153,0,7583840,62e3,1345400,6200,8658920,52080,4224680,601400,2179920,3077680,6507,0.12048563085907485,2821,165,9,15,3376,0.2176860025220681,0.06100252206809584,44599.08,22812.28,18.5,44.333333333333336,0.16666666666666666,4,NA,NA,NA,NA
2007-2011,48,155,0,1732280,3719.9999999999995,331080,0,1879840,52080,1621920,257920.00000000003,1088720,1457e3,1286,0.09875583203732503,1001,19,0,15,251,0.21686746987951808,0.10602409638554217,38447.44,23361.6,2.7142857142857144,5.428571428571429,0,3.2857142857142856,NA,NA,NA,NA
2007-2011,48,159,0,11352200,776240,1274720,35960,12431e3,905200,10929360,784920,5360519.999999999,6430640,10633,0.11031693783504185,8629,526,140,25,1313,0.13387112263516757,0.06011716124075674,58900,31814.68,54.75,113.25,0.25,10,NA,NA,NA,NA
2007-2011,48,161,0,14582400,0,4059759.9999999995,2480,16454800,1047800,12310720,1163120,6698480,8469200,19573,0.13436877331017216,13525,3460,121,30,2517,0.14049769993903452,0.03269966191874965,56811.84,28300.52,37.8125,73.625,0.1875,8.75,NA,NA,NA,NA
2007-2011,48,163,0,24486280,549320,2926400,14879.999999999998,24716920,1845120,15932760,6797680,5808160,8810200,17090,0.232592159157402,3356,618,26,14,13111,0.2212443716741711,0.056078591895210805,46833.56,19112.12,77.08333333333333,110.83333333333333,0.41666666666666663,8.666666666666666,NA,NA,NA,NA
2007-2011,48,165,0,21949240,778720,3123560,95480,22270400,636120,20606320,276520,13998360,16126200,17123,0.15668983238918413,10365,193,288,90,6222,0.18992475899365155,0.06883376440159887,58474.68,27117.56,28.75,58.916666666666664,0.16666666666666666,9.333333333333334,NA,NA,NA,NA
2007-2011,48,167,2,541726240,27573880,74159440,9256600,615269400,13297760,503939720,52046520,220994040,335088920,289658,0.13196597366549517,172074,40477,1197,8781,63928,0.13070897714122914,0.06219597553383443,73959.8,37120.64,405.98333333333335,712.6833333333333,1.1833333333333333,54.666666666666664,26420,"Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",60.61,52.51
2007-2011,48,171,0,45050440,126480,6004080,0,45584880,612560,27554040,1273480,8384879.999999999,17515e3,24524,0.09056434513129995,19301,55,57,46,4766,0.0908598341182845,0.02554911849289376,68005.31999999999,35347.44,35.875,160,0.25,24,NA,NA,NA,NA
2007-2011,48,173,0,2101800,71920,66960,0,1965400,0,1915800,49600,484840,569160,1179,0.10262934690415607,931,41,0,0,207,0.05089058524173028,0.018659881255301103,89513.12,40538.08,1.6666666666666665,11.333333333333334,0.3333333333333333,3,NA,NA,NA,NA
2007-2011,48,175,0,7746280,0,1734760,184760,9018520,398040,8187720,348440,5860240,7278800,7188,0.09154145798553144,4310,346,6,45,2414,0.13835477808298396,0.06780396125487928,63722.36,33864.4,29,52.5,0,11,47020,"Victoria, TX Metropolitan Statistical Area",41.3,33.61
2007-2011,48,177,1,35093240,1437160,3669160,0,30843760,1402440,16651960,1342920,5186920,9685640,19686,0.12704460022350908,8914,1600,9,29,9098,0.22320921344832928,0.05660279915302381,47892.52,23681.52,83.16666666666667,140.5,0.25,12,NA,NA,NA,NA
2007-2011,48,179,0,31973400,1576040,3932040,141359.99999999997,32189160,1112280,25832920,1210240,10611920,17031400,22628,0.13774969064875375,15741,1138,137,106,5139,0.1464592792966863,0.049222297362573664,53127.8,26965.04,253.5,477,0.375,18.5,NA,NA,NA,NA
2007-2011,48,181,0,170299120,12372720,21003120,610080,183774200,3080160,137989680,9297520,48528640,82398e3,119949,0.12499478945218384,94864,6695,1514,1070,13133,0.14439183645562698,0.055107343087652125,58271.32,29534.32,171.97674418604652,340.8139534883721,0.5116279069767442,19.093023255813954,43300,"Sherman-Denison, TX Metropolitan Statistical Area",44.57,33.96
2007-2011,48,183,2,204764920,10897120,26476480,0,234405880,4929e3,186181040,18381760,53658520,126012520,120728,0.14461433967265258,74378,24514,620,1516,19019,0.1664521333196032,0.06907973775443654,55313.92,29430.16,631.15,1408,2.35,64.8,30980,"Longview, TX Metropolitan Statistical Area",37.56,35.94
2007-2011,48,185,1,25597320,1569840,3494320,64480.00000000001,25155880,616280,19646560,994480,9448800,13705720,26455,0.14768474768474768,16075,4515,62,114,5494,0.1561884368308351,0.07293361884368309,50231.159999999996,23855.12,179.375,314.875,0.375,21,NA,NA,NA,NA
2007-2011,48,187,1,153541760,11002520,20130160,2754040,155626200,4876920,102218160,8305520,37998560,62246760,127499,0.12781276715895812,70341,7850,565,1929,45297,0.09654138456262909,0.033565396301346924,76393.92,31777.48,313.5652173913043,538.7391304347826,0.4782608695652174,35.69565217391304,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",47.74,46.08
2007-2011,48,193,0,10525120,305040,856840,21080,11513400,595200,8477880,1153200,3722480,5881320,8491,0.0996349075491697,7565,51,0,4,828,0.12492382693479585,0.042900670322973795,50538.68,27446.16,59,136.25,0.25,14,NA,NA,NA,NA
2007-2011,48,195,0,8238559.999999999,64480.00000000001,793600,8680,9049520,97960,5298519.999999999,469960,2701960,3955600,5524,0.1279869659666908,3078,29,32,53,2309,0.13310078942537176,0.06186891867082798,65236.4,26674.88,12.75,28.5,0,4,NA,NA,NA,NA
