year_range,fips_st,fips_cnty,deaths,exp_tot,exp_correction,exp_police,exp_welfare,rev_tot,rev_fines,rev_gen_ownsource,rev_int_gov,rev_prop_tax,rev_tax,pop_tot,pop_pct_men_15_34,pop_wht,pop_blk,pop_ami,pop_api,pop_lat,pop_pct_pov,pop_pct_deep_pov,pop_med_income,pop_pc_income,violent.yr,property.yr,murder.yr,ft_sworn,cbsa,metroname,dissim_bw,dissim_wl
2007-2011,46,129,0,9942320,442680,1020520,50839.99999999999,9834440,23560,7050640,1845120,2744120,4527240,5429,0.10978080677841223,4489,0,693,0,14,0.1365194211728865,0.05731150038080731,50689.96,30487.88,22.8,32.4,0.1,3.8,NA,NA,NA,NA
2007-2011,46,135,0,30242360,996960,3692720,250480,34780760,73160,28245960,3423640,8211280.000000001,17506320,22350,0.1291275167785235,20493,321,428,235,603,0.10365319045299562,0.036629322942036045,64083.2,32521.48,86.375,202.875,0.625,17.5,NA,NA,NA,NA
2007-2011,46,137,0,2156360,1240,162440,4960,1871160,0,1357800,322400,796080,975880,2780,0.12266187050359713,635,30,1948,19,105,0.43521594684385384,0.24953857511997046,34617.08,14479.48,0.3333333333333333,3.3333333333333335,0,2,NA,NA,NA,NA
2007-2011,47,001,1,437015680,4592960,13502360,0,443340920,1137080,150632720,162820680,73115360,110269480,74672,0.11567923719734305,67780,2888,248,816,1713,0.16760754512145473,0.07150223910978423,55641.28,30526.32,253.1,588.95,0.4,30.4,28940,"Knoxville, TN Metropolitan Statistical Area",51.87,33.58
2007-2011,47,003,0,187612e3,2770160,6549680,8668840,182731360,677040,89200640,52411080,27602400,60988159.99999999,44717,0.13238812979403805,35223,3162,267,247,4940,0.19551920985864443,0.08503986951794128,48955.2,23328.12,275,301.0833333333333,0.3333333333333333,25.666666666666664,NA,NA,NA,NA
2007-2011,47,005,0,69585080,910160,2680880,0,69436280,266600,17942800,27704079.999999996,7105200,13038600,16451,0.10169594553522582,15550,422,31,5,276,0.18475850172498767,0.06339329719073435,42348.48,22842.04,194,255.875,0.4375,12.5,NA,NA,NA,NA
2007-2011,47,007,0,30223760,333560,880400,4960,29689320,93e3,8558480,18691760,3999e3,5377880,12949,0.1381573866707854,12032,495,14,26,246,0.20958340476598664,0.06960397737013543,43569.88,17650.16,36.25,65.625,0.375,7,NA,NA,NA,NA
2007-2011,47,009,2,754954160,8965200,22503520,885360,780877600,1893480,484409720,154637920,110993640,140108840,122283,0.11798042246264812,112597,3559,334,850,3286,0.12316642218962529,0.04783971196159488,58649.52,29879.04,352.15,596.5,0.65,59.800000000000004,28940,"Knoxville, TN Metropolitan Statistical Area",51.87,33.58
2007-2011,47,011,0,375939480,8017840,22962320,639840,378656320,3732400,139053600,131668160,56250120,77723200,98286,0.1327859512036302,87288,4103,239,1099,4436,0.16894713040185944,0.07192663252106055,50270.84,26894.36,841.25,1064.5833333333333,0.6666666666666666,97.33333333333334,17420,"Cleveland, TN Metropolitan Statistical Area",38.88,30.34
2007-2011,47,013,0,97299080,1934400,4123e3,343480,101325360,231880,40735240,50644080,17052480,31876680,40626,0.11733865012553538,39398,183,39,118,471,0.23145600960336118,0.09485820037012954,38857.88,20793.56,226.5,440.7,0.15000000000000002,13.8,NA,NA,NA,NA
2007-2011,47,015,0,33125360,739040,1819080,244280,34086360,147560,12569880,19388640,5690360,7810760,13728,0.12135780885780886,13127,236,33,0,218,0.17588830612395656,0.08886754820122626,45560.08,23023.079999999998,47.625,104.125,0.125,11,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,017,0,75027440,2375840,4013880,181040,75570560,483600,21231280,11116600,5787080,11187280,28576,0.1250699888017917,24529,2943,77,41,570,0.1850845738708392,0.0712448839146655,45204.2,23874.96,39.142857142857146,78.17857142857143,0.10714285714285714,7.571428571428571,NA,NA,NA,NA
2007-2011,47,019,1,178382680,2044760,5916040,19840,182583800,806e3,58728880,64329960,20706760,37693520,57568,0.12255072262367982,55022,699,94,105,922,0.22008918178399384,0.089235507960101,39863.52,22653.56,321.6666666666667,636.3333333333333,0.3333333333333333,33.888888888888886,27740,"Johnson City, TN Metropolitan Statistical Area",45.61,28.51
2007-2011,47,021,0,95587880,1738480,4552040,102920,116072680,736560,52778120,61628e3,21593360,36405159.99999999,38988,0.11808761670257516,36825,678,52,200,906,0.11368224879639696,0.04312263809080085,66137.88,30668.92,185.0625,236,0.5625,13.75,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,023,0,37957640,76880,3131e3,182280,40526920,248e3,15099480,19916880,5272480,10701200,16925,0.13872968980797637,14666,1596,69,111,323,0.17887725975261656,0.06634950840469395,49322.24,23285.96,143.25,189.75,0.375,15,27180,"Jackson, TN Metropolitan Statistical Area",49.1,34.36
2007-2011,47,025,1,108748e3,1768240,2936320,0,169929600,465e3,126139e3,43790600,13239480,19184040,32042,0.12418076274889207,30924,294,32,201,290,0.2256871372999171,0.07305018812575728,41140.72,22334.88,135.375,249.3125,0.25,10.75,NA,NA,NA,NA
2007-2011,47,027,0,22134e3,105400,1256120,53320,21722320,122760,7564e3,13606520,3112400,5255120,7845,0.0995538559592097,7531,243,0,9,62,0.1993548387096774,0.08025806451612903,35565.68,22351,33.5,58,0.375,7.5,NA,NA,NA,NA
2007-2011,47,029,0,80647120,1314400,5208e3,12400,84959840,272800,36792040,48167800,16592439.999999998,29321040,35583,0.11097996234156761,33506,671,48,120,640,0.2691189050470488,0.12640433418876532,35418.12,21097.36,253.25,472.25,0.625,39,NA,NA,NA,NA
2007-2011,47,031,0,177041e3,0,12463240,163680,184538040,731600,83645440,68238440,31117800,62039680,52620,0.11951729380463702,47475,1362,100,561,1989,0.18817349137931033,0.08147321428571429,48692.32,25577.48,501.5833333333333,622.8333333333334,0.6666666666666666,49,NA,NA,NA,NA
2007-2011,47,033,0,42632440,775e3,1850080,251720,44672240,147560,15981119.999999998,24829760,6376080,10373840,14549,0.12055811395972232,11224,2049,7,12,1208,0.18932004771594976,0.08055575047365097,45561.32,24038.64,51.5,56.375,0.25,5.5,NA,NA,NA,NA
2007-2011,47,035,0,122304920,3868800,7143640,311240,124111600,517080.00000000006,67227840,47526720,21588400,47637080,55648,0.09547512938470386,53377,226,170,220,1283,0.16017198214868836,0.06296941330140415,45824.2,25436.12,376.5,1020.25,2,43.5,NA,NA,NA,NA
2007-2011,47,039,0,47074120,159960,2344840,9920,45775840,174840,25778360,14546440,3484400,8255920,11741,0.11251171109786219,10940,258,13,46,296,0.21148325358851675,0.09578077424967377,37585.64,28083.52,51.25,81.5,0.08333333333333333,7,NA,NA,NA,NA
2007-2011,47,043,0,253646960,4471440,10340360,28520,267871e3,1390040,86540840,54305800,35198640,69864080,49281,0.12499746352549664,44447,1991,44,189,1489,0.15065766523710833,0.07694991073810355,54809.24,26419.44,309.4,308.65,0.45,22,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,045,0,183833720,2143960,8816400,714240,188315080,665880,60219360,60229280,24818600,38903760,38202,0.11962724464687713,31039,5529,16,82,991,0.19174409344305815,0.07995752588266525,48247.159999999996,25255.079999999998,325.4375,470.875,0.625,24.5,NA,NA,NA,NA
2007-2011,47,049,1,42550600,550560,1662840,9920,45413760,199640,16861520,22920160,4723160,10434600,17881,0.1101168838431855,17463,45,44,11,178,0.25206823757631086,0.09876191019569806,36263.8,21580.96,109.5,248.875,0.125,13,NA,NA,NA,NA
2007-2011,47,051,0,125516520,1688879.9999999998,6759240,88040,120648280,381920,46374760,50954080,24327560,32230079.999999996,41058,0.12479906473768815,36888,1586,42,237,1046,0.13809659017578277,0.05085052012080225,51740.24,26927.84,141.04166666666666,139.20833333333334,0.125,14,NA,NA,NA,NA
2007-2011,47,053,2,198765800,2063360.0000000002,11871760,73160,200749800,1800480,62226920,55304e3,21417280,36721360,49379,0.11355029465967315,38251,9365,147,109,1029,0.17921309984080055,0.07941364980255132,46595.48,25314.6,139.77777777777777,161.80555555555557,0.25,13.88888888888889,NA,NA,NA,NA
2007-2011,47,055,0,121208760,1522720,4867e3,50839.99999999999,128712e3,400520,41320520,35819880,19811480,29076760,29536,0.1203615926327194,25250,3242,33,126,496,0.17767622212989892,0.09506993491206205,47096.44,24930.2,122.9375,178,0.3125,14.25,NA,NA,NA,NA
2007-2011,47,057,0,60109e3,1143280,1883560,43400,47255159.99999999,190960,15842240,31131440,7183320,9929920,22538,0.11660307037004171,21668,116,2,32,488,0.19774977497749774,0.06782178217821783,39321.64,21552.44,50,129.375,0.1875,4.5,34100,"Morristown, TN Metropolitan Statistical Area",38.73,45.5
2007-2011,47,059,3,288054480,5428720,7952120,44640,282305840,988280,97524760,74303280,46063520,68958880,68617,0.11817771106285614,64532,1502,99,320,1688,0.21576466376275433,0.06705352347992123,45024.4,23604.64,273.75,498.4375,0.5,26.5,NA,NA,NA,NA
2007-2011,47,061,0,31668360,456320,1156920,4960,33683360,0,9151200,23891079.999999996,5177e3,7139920,13808,0.11587485515643106,11509,116,79,21,126,0.3062172726602257,0.1239766944464931,32103.6,18375.56,96.5,75.5,0.25,7.333333333333334,NA,NA,NA,NA
2007-2011,47,063,0,409761720,2172480,11659720,94240,422336560,817160,289593320,58041920,34700159.99999999,66509880.00000001,62343,0.12678247758369024,51993,2537,122,474,6413,0.17718585255186145,0.06301718650541056,49108.96,26450.44,412.75,911.4166666666667,0.5833333333333333,58,34100,"Morristown, TN Metropolitan Statistical Area",38.73,45.5
2007-2011,47,067,0,20844400,1104840,581560,0,22724240,54560,6289280,16434960,2054679.9999999998,2983440,6784,0.11866155660377359,6651,71,3,11,8,0.3191651432053626,0.11974405850091407,27344.48,16637.079999999998,14.75,136,0,18,NA,NA,NA,NA
2007-2011,47,073,3,115876760,1267280,6105760,245520,122808360,655960,58928520,61667680,27213040,44172520,56694,0.11119342434825555,54361,793,318,284,701,0.16876875803915964,0.06304487637558955,45625.8,25163.32,232.25,355.75,0.55,14.8,28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",40.22,20.44
2007-2011,47,075,0,94225120,1578520,4883120,0,95654840,383160,30187800,33763960,12471920,18671920,18847,0.11635804106754391,8494,9471,12,71,664,0.2304147465437788,0.0638731111349266,41544.96,22106.72,202,225.75,0.75,22,NA,NA,NA,NA
2007-2011,47,077,0,116072680,593960,3958080,236840,122591360,958520,35643800,33153879.999999996,11636160,24259360,27686,0.12280575019865636,24447,1943,44,46,492,0.16478202648415413,0.0497693795566136,46657.48,25210.44,263.25,278.0833333333333,0.41666666666666663,17,NA,NA,NA,NA
2007-2011,47,079,0,181651320,1349120,5284880,0,203832440,396800,118036840,44437880,14170720,27804520,32173,0.10626923196469089,28361,2537,19,18,559,0.16569435637285987,0.06322130627774256,45214.12,25139.76,127.0625,245.6875,0.4375,15.5,NA,NA,NA,NA
2007-2011,47,081,0,71078040,560480,2812320,94240,66504920,226920,27035720,33421720,10381280,17151680,24556,0.13707444209154585,22570,1170,32,32,440,0.13709222014682246,0.0515181790539073,54479.4,23453.36,194.875,211.5,0.5,19,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,083,0,25892440,941160,1620680,0,24684680,65720,9722840,13771440,3909720,6228519.999999999,8338,0.12029263612377068,7856,141,31,11,143,0.18440853583323055,0.09029233995312692,43328.08,23526.52,120.125,96.5,0.125,7.5,NA,NA,NA,NA
2007-2011,47,087,0,26676120,260399.99999999997,1216440,66960,25620880,45880,7763640,17857240,4385880,5427480,11501,0.10790366055125641,11144,85,0,0,164,0.22878587196467992,0.11947019867549669,40729.04,22085.64,36.125,96.625,0.25,9.5,NA,NA,NA,NA
2007-2011,47,091,0,46914159.99999999,1029200,1745920,96720,45712600,271560,16113800,27411440,6279360,8966440,18227,0.14132879793712624,17356,460,65,25,259,0.23351948524948404,0.07818380478329488,39877.159999999996,21026.68,138,130.25,0.375,13,NA,NA,NA,NA
2007-2011,47,093,3,2147265839.9999998,46059800,98764760,5185680,2145966319.9999998,10368880,935241480,363160040,395556279.99999994,723507760,428777,0.14559316381242465,360709,38846,782,8139,14084,0.13657043016825565,0.06600207165225082,58623.48,34772.08,2598.0833333333335,6154.833333333333,9.666666666666666,294.3333333333333,28940,"Knoxville, TN Metropolitan Statistical Area",51.87,33.58
2007-2011,47,095,0,20724120,519559.99999999994,1287120,106640,22090600,59519.99999999999,7221760,13005120,2592840,4222200,7814,0.220629639109291,5366,2048,5,11,245,0.3142857142857143,0.1030027297543221,33228.28,16046.84,21.75,37.75,0.16666666666666666,6.333333333333333,NA,NA,NA,NA
2007-2011,47,097,1,105971640,1745920,5153440,246760,115677120,410440,33704440,44643720,12294600,20600120,27788,0.1626961278249604,17075,9616,98,235,530,0.2527720656425144,0.08366598121043506,42256.72,20238.04,156.5,209,0.35000000000000003,12.4,NA,NA,NA,NA
2007-2011,47,099,1,107107480,2177440,6145440,189720,109061720,725400,57146640,51915080,21747120,42141400,41593,0.1172793498906066,39501,684,93,146,710,0.17165668662674652,0.0520422569495156,44313.88,22393.16,269.05,255.65,0.45,15.8,NA,NA,NA,NA
2007-2011,47,101,0,34026840,699360,1705e3,0,34685280,189720,14013240,17124400,3876240,8103400,12066,0.12738272832753192,11449,171,83,12,308,0.19810434634104687,0.06464008197421228,40097.88,21339.16,111.875,130.75,0.25,14,NA,NA,NA,NA
2007-2011,47,103,0,102611240,1897200,3658e3,57040,134187840,357120,87532840,41615640,12774480,20561680,33108,0.11205750875921228,29215,2326,52,51,859,0.16061889850801253,0.05289494689015779,51402.96,27262.64,264.1666666666667,283.6666666666667,0.75,16.333333333333332,NA,NA,NA,NA
2007-2011,47,109,0,64927640,62e4,3255e3,1240,69322200,515840.00000000006,23886120,36046800,11212080,16550279.999999998,25887,0.11055742264457064,23546,1605,18,62,385,0.22504323219619557,0.09373526175129697,43341.72,23424.84,92.125,168.5625,0.375,9,NA,NA,NA,NA
2007-2011,47,111,0,56529120,1672760,3561280,322400,61192760,209560,24144040,29366920,9555440,16808200,22120,0.12391500904159132,20769,97,55,96,844,0.23885408990420043,0.08916728076639646,43086.28,21587.16,99.25,89.91666666666667,0.5833333333333333,15,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,113,2,1121995400,10304400,23011920,18600,979856679.9999999,2716840,868460040,110784080,84052160,166535720,97677,0.13570236596128055,57224,35067,215,1075,3248,0.19187017823889332,0.09806863527533918,50427.08,28750.64,1922.25,2674.75,5,135,27180,"Jackson, TN Metropolitan Statistical Area",49.1,34.36
2007-2011,47,117,0,103470560,1569840,7652040,106640,110987440,2063360.0000000002,65997759.99999999,34693960,20529440,34458360,30310,0.12276476410425602,26256,1694,67,27,1378,0.1625246021950162,0.064382693398272,51608.8,25505.56,153.5,130.3125,0.125,15.75,NA,NA,NA,NA
2007-2011,47,119,0,572809320,3934520,19314240,75640,566600640,1850080,380340240,87537800,52816560,84460120,80177,0.12772989760155656,64259,10304,213,408,3840,0.1478302882353689,0.06011366670480986,57724.48,28641.52,763.1875,746.4375,1.75,53,NA,NA,NA,NA
2007-2011,47,121,1,26309079.999999996,518320.00000000006,896520,0,28817600,291400,9386800,18416480,4513600,6063600,11661,0.10693765543263871,11192,163,14,0,154,0.23624792956150292,0.09842210792433093,43328.08,23706.32,122.25,182,0.25,8,NA,NA,NA,NA
2007-2011,47,125,1,706862e3,12432240,31214520,431520,728223480,2451480,277979480,243941480,117676e3,183653920,168315,0.16841042093693373,113513,32429,1200,4173,13070,0.14800397195265336,0.07981675408617675,61621.8,28010.36,1418.1666666666667,1817.9166666666665,3.6666666666666665,179.66666666666666,17300,"Clarksville, TN-KY Metropolitan Statistical Area",39.31,39.22
2007-2011,47,127,0,17656360,228160,859320,0,17553440,40920,7711559.999999999,9048280,4072160,4997200,6323,0.12383362328008857,5939,114,26,4,46,0.137261302431859,0.04178227517545292,56978,29900.12,68,99.25,0.25,13,NA,NA,NA,NA
2007-2011,47,131,0,124307520,1158160,5464680,2499840,123282040,483600,46584320,40732760,15039960,32310680,31870,0.11317853780985253,27119,3280,49,66,995,0.16177035330261136,0.07347670250896057,49192.04,26379.76,81.60714285714286,142.03571428571428,0.03571428571428571,11.428571428571429,NA,NA,NA,NA
2007-2011,47,135,0,26612880,786160,1773200,0,28973840,8680,11093039.999999998,14128560,5175760,6986160,7834,0.11105437835077865,7434,210,0,73,82,0.2289077828646174,0.07024198822759974,39502.68,21182.92,116.5,157,0,11,NA,NA,NA,NA
2007-2011,47,137,0,16421320,264120,575360,0,15806280,33480,5999120,8897e3,1864960,3762160,5094,0.1154299175500589,4970,19,0,0,16,0.16286579212916247,0.07305751765893037,38634.68,24621.44,3.5,62.25,0,9,NA,NA,NA,NA
2007-2011,47,139,0,42654760,673320,1463200,141359.99999999997,39015360,500960,14354240,23719960,6838600,10246120,16740,0.11272401433691756,16185,45,86,0,211,0.1764204891105974,0.07476578659204283,44892.96,22566.76,71.75,111.5,0.08333333333333333,9.333333333333334,17420,"Cleveland, TN Metropolitan Statistical Area",38.88,30.34
2007-2011,47,141,0,460962560,4006440,14362920,116560,474673240,1211480,326204320,68100800,43171840,86689640,71464,0.16433449009291393,64417,1665,130,881,3736,0.24946130103080777,0.12065400966746258,42538.2,23922.079999999998,252.25,462.125,0.625,27.5,NA,NA,NA,NA
2007-2011,47,145,2,247970240,1801720,6364920,111600,246474800,787400,112584560,55932680,31747720,52894680,54162,0.10411358517041468,50801,1339,111,306,761,0.15171291794449845,0.05912932904480515,53479.96,29833.16,172.5,362.15,0.25,19,NA,NA,NA,NA
2007-2011,47,147,0,208405560,0,13731760,0,213597440,1192879.9999999998,94396240,67148480,38120080,70875920,65462,0.12665363111423422,55590,4872,279,181,3776,0.13155010881476795,0.05591998641744741,62941.159999999996,28441.88,230.70833333333334,240.04166666666666,0.20833333333333331,17.833333333333332,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,153,0,34913440,978360,1805440,12400,31391840,249240,14014480,16815640,6186360,10236200,14033,0.11872015962374403,13370,18,38,3,409,0.18003474735775302,0.062038511654842914,41584.64,23954.32,102,134.875,0.125,15.5,16860,"Chattanooga, TN-GA Metropolitan Statistical Area",62.95,38.84
2007-2011,47,155,1,674566200,4155240,21173e3,877920,613357320,1457e3,340890880,113664600,57818720,203252120,88996,0.12002786642096273,81905,693,279,860,4299,0.1350503512082017,0.0576481553044941,52785.56,28024,396.6,888.25,0.85,47.6,NA,NA,NA,NA
2007-2011,47,157,23,7102913440,60445040,408065400,49897600,7966172920,17047520,3136289840,1871121560,1488628680,2120696359.9999998,925673,0.14166557736911414,363323,478250,1612,21844,49761,0.20077665745963047,0.09469306139654884,57166.48,31582.8,4756.5999999999995,5622.2,13.075,253.1,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",62.22,50.67
2007-2011,47,159,1,48573280,1184200,3393880,58280,47940880,114080,23529e3,24411880,8842440,16141080,19121,0.12075728256890331,17971,469,84,72,154,0.17181385510312006,0.05780010576414595,54039.2,26404.56,44.4375,48.6875,0.125,8.75,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,161,0,38945920,489800,1969120,78120,35955040,234359.99999999997,13398200,21461920,6283080,9425240,13196,0.11192785692634132,12353,224,144,153,248,0.16885998469778118,0.05615914307574598,53036.04,26936.52,57.333333333333336,73,0.08333333333333333,8.666666666666668,17300,"Clarksville, TN-KY Metropolitan Statistical Area",39.31,39.22
2007-2011,47,163,8,548525160,12019320,30816480,208320,614763480,2667240,297550400,204932320,135509680,212862120,156466,0.10978742985696573,147919,2839,496,979,2277,0.16517918261175688,0.06124218500433533,50309.28,29184.64,661,1048.1739130434783,0.9565217391304348,67.30434782608695,28700,"Kingsport-Bristol-Bristol, TN-VA Metropolitan Statistical Area",40.22,20.44
2007-2011,47,167,0,235028360,2517200,5966880,298840,246073040,968439.9999999999,73117840,99398400,31830800,48150440,60462,0.129353974397142,46224,11065,215,692,1267,0.15299892052354608,0.050161921468087976,63077.56,27356.88,336.375,268.5833333333333,0.29166666666666663,25.166666666666668,32820,"Memphis, TN-MS-AR Metropolitan Statistical Area",62.22,50.67
2007-2011,47,169,0,22090600,877920,1466920,53320,21950480,119039.99999999999,7880200,12427280,2971040,4807480,7808,0.13755122950819673,6730,612,36,156,192,0.14870180959874116,0.07684238132703908,54762.12,26006.52,166.75,196,0,16,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,171,1,100689240,580320,2524640,241800,100335840,240560,50997480,24821079.999999996,7608640,10277120,18283,0.10682054367445168,17320,185,56,0,670,0.20663734060916533,0.0543460103569241,43728.6,25733.72,86.75,109,0.25,16.5,27740,"Johnson City, TN Metropolitan Statistical Area",45.61,28.51
2007-2011,47,173,0,45496840,686960,1362760,17360,42746520,178560,12418600,29430160,4721920,7497040,19152,0.12578320802005014,18592,13,23,190,224,0.21828861724083187,0.06530137058792401,39103.4,20364.52,68.8,165.6,0.2,8.8,28940,"Knoxville, TN Metropolitan Statistical Area",51.87,33.58
2007-2011,47,175,0,14049200,208320,641080,0,17357520,75640,5715160,10869840,2244400,3525320,5518,0.11199710039869518,5387,49,0,16,7,0.2176795580110497,0.07605893186003683,38632.2,22161.28,14.125,42.5,0.25,6,NA,NA,NA,NA
2007-2011,47,177,0,129297280,2362200,4632640,853120,132986280,1403680,53791200,53687040,20538120,39177800,39678,0.12551035838499924,34624,1159,36,243,3162,0.21523804658765835,0.08048120147118921,44113,23603.4,304.625,499.375,0.625,38,NA,NA,NA,NA
2007-2011,47,179,1,526863600,6082200,19640360,291400,543619720,2394440,196236200,143487840,79553440,133539320,121458,0.13566006356106639,109843,4692,325,1401,3441,0.17264797242670524,0.07575847836262287,52208.96,30680.079999999998,674.5,1038.25,1.0625,67.5,27740,"Johnson City, TN Metropolitan Statistical Area",45.61,28.51
2007-2011,47,181,0,56825480,782439.9999999999,1647960,8317920,56012040,360840,21940560,30270880,5591160,9918760,16999,0.1646567445143832,15520,860,8,0,466,0.20859774820880245,0.06850904128283862,41701.2,19177.84,129.125,223.125,0.3125,16.5,NA,NA,NA,NA
2007-2011,47,183,0,129199319.99999999,1314400,4609080,8167880,133946040.00000001,613800,40236760,39095960,13062160,21232520,34692,0.1564914101233714,30461,2756,113,476,687,0.20378971976990987,0.09929557968562552,42075.68,24362.28,100.78571428571429,123.96428571428572,0.17857142857142855,11.142857142857142,NA,NA,NA,NA
2007-2011,47,185,0,64334920,1688879.9999999998,2553160,2480,64677159.99999999,260399.99999999997,26147880,34379e3,9834440,15725680,25720,0.1160964230171073,24386,442,99,11,426,0.20806977566495108,0.08505873570895375,42956.08,22563.04,220.75,408.125,0.625,21.5,NA,NA,NA,NA
2007-2011,47,187,0,793669440,8006680,32786839.999999996,1385080,736994e3,2864400,573538440,145332960,172488960,343036080,179601,0.10303394747245283,156118,7822,174,5103,7829,0.054766995399236566,0.02510830264292031,110438.12,51531.92,232.7,444.15000000000003,0.75,61,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,47,189,2,305063560,5718880,30512680,54560,282724960,2766440,182252720,77873240,67375400,135605160,112151,0.11513049370937396,98434,7435,279,1250,3512,0.08488590410167533,0.033145580589254764,76136,34856.4,557.1875,687.0625,0.875,79.5,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",54.95,47.86
2007-2011,48,001,1,53404320,10081200,5634560,162440,51995680,554280,45221560,2396920,18379280,31262880,58192,0.1776361011822931,35694,12411,415,411,9048,0.18774238798580742,0.09190114695932007,50315.48,22923.88,236.16666666666666,426.75,1.3333333333333333,24.666666666666668,NA,NA,NA,NA
2007-2011,48,003,0,27058040,648520,4168880,0,29333440,944880,24990960,2931360,13064640,17581960,14500,0.1316551724137931,6981,207,376,107,7000,0.17045613056214257,0.06437438973357512,63981.52,36116.24,108.25,186.125,0.25,14,NA,NA,NA,NA
2007-2011,48,005,2,98648200,5759800,15191240,887840,109195640,6905560,94011840,3746040,26606680,54334320,86033,0.13058942498808596,54762,13153,301,744,16627,0.1844154591701425,0.07722352146973022,48763,25765.96,211.25,555.35,0.85,28.6,NA,NA,NA,NA
2007-2011,48,007,0,38759920,2458920,5212960,760120,37729480,2007560,27877680,4534680,10964080,18200720,23243,0.08183108893000043,16384,234,104,337,5696,0.17647833530883708,0.08196145572676589,54719.96,32597.12,117.75,458.875,0.5,22,18580,"Corpus Christi, TX Metropolitan Statistical Area",43.29,42.21
2007-2011,48,009,0,8908160,78120,1334240,0,10205200,456320,8508880,715480,4165160,6035080,9013,0.12104737601242649,8146,73,52,64,645,0.13125070232610406,0.04652208113271154,65860.12,32109.8,11.555555555555555,36.77777777777778,0.2222222222222222,4.555555555555555,48660,"Wichita Falls, TX Metropolitan Statistical Area",48.74,35.19
2007-2011,48,011,0,1990200,241800,245520,0,1863720,394320,1249920,613800,269080,510880,1929,0.10782789009849664,1725,11,3,2,180,0.11092985318107668,0.0674279499728113,70107.12,30392.4,3.25,14,0,3,11100,"Amarillo, TX Metropolitan Statistical Area",56.3,45.5
2007-2011,48,013,1,40895200,4079600,5180720,1629360,44580480,2399400,36110040,3960560,15090800,22460120,44553,0.1249971943527933,16274,261,297,162,27379,0.17724987544725757,0.05960414873862041,53643.64,23827.84,94.25,188.6,0.5,13.4,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",47.74,46.08
2007-2011,48,015,0,39215e3,1065160,4380920,270320,39660159.99999999,948600,2573e4,941160,11937480,17682400,28150,0.11708703374777975,18623,2764,62,15,6401,0.09290341051426118,0.052392370182156534,65112.4,33548.2,37.94444444444444,98.88888888888889,0.3888888888888889,15.88888888888889,26420,"Houston-Sugar Land-Baytown, TX Metropolitan Statistical Area",60.61,52.51
2007-2011,48,017,0,7454880,558e3,1685160,0,8456800,250480,7204400,451360,2998320,4075880,7079,0.12911428167820313,3653,202,12,0,3212,0.19188455493641948,0.056865266466638094,50971.44,21706.2,41.125,77.125,0.25,7,NA,NA,NA,NA
2007-2011,48,019,1,13584200,1071360,2032360,2280360,17521200,114080,16312200,677040,8727120,11974680,20424,0.0836271053662358,16577,197,74,101,3330,0.17394107727407995,0.06467612340045631,56537.8,29345.84,142.75,227,0.25,28,41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",47.74,46.08
2007-2011,48,021,0,84422920,477400,14682840,2271680,81619280,2079480,61605680,2024920,31961e3,44305200,73368,0.1267855195725657,42405,6063,581,516,23349,0.14205099919385633,0.05296505296505297,65573.68,29244.16,233.875,458.75,0.8125,28.5,12420,"Austin-Round Rock-San Marcos, TX Metropolitan Statistical Area",48.4,43.23
2007-2011,48,023,0,10740880,218240,896520,64480.00000000001,9314880,279e3,3324440,370760,1216440,1719879.9999999998,3770,0.10981432360742706,3347,24,0,6,374,0.15823817292006526,0.03289831430125068,46077.159999999996,29720.32,28.5,33.75,0.125,5,NA,NA,NA,NA
2007-2011,48,025,0,38792159.99999999,1804200,3760920,1242480,38276320,806e3,25427440,9362e3,7870280,13641240,31916,0.2185737561097882,10180,3367,78,225,17853,0.20649691956399982,0.09258541208909568,48666.28,16964.44,154.5,275.75,0.125,22,NA,NA,NA,NA
2007-2011,48,033,0,1609520,27280,86800,1240,2158840,27280,2018720,71920,1861240,1910840,620,0.13709677419354838,489,0,2,0,129,0,0,73957.31999999999,49674.4,0.25,4.25,0,2,NA,NA,NA,NA
